chrom	start	end	G1	S1	S2	S3	S4	G1	gpseq_score
chr8	102300001	103300000	9.299499	16.308491	35.758	28.085507	6.458499	9.299499	1.32104560736592
chr8	102400001	103400000	9.783012	16.737022	34.568976	28.13999	6.551	9.783012	1.32405728984978
chr8	102500001	103500000	10.903503	19.980545	31.920475	25.771473	6.722	10.903503	1.33426643971827
chr8	102600001	103600000	11.957507	23.608048	30.801489	22.22396	6.492994	11.957507	1.33725641700711
chr8	102700001	103700000	12.407505	28.175547	30.186499	18.488459	5.681996	12.407505	1.32488158514239
chr8	102800001	103800000	13.995022	31.984032	29.886996	14.335964	4.892493	13.995022	1.3290875823481
chr8	102900001	103900000	14.759505	34.98402	29.904505	10.997475	4.471493	14.759505	1.31057281745815
chr8	103000001	1.04e+08	15.836	36.365519	30.785024	8.463469	3.794489	15.836	1.31571810238895
chr8	103100001	104100000	15.984996	36.682994	32.865515	6.671994	3.184996	15.984996	1.31155003561795
chr8	103200001	104200000	15.53599	35.580984	32.660992	8.191034	3.192501	15.53599	1.28625586087345
chr8	103300001	104300000	14.622495	33.369972	31.636978	11.833543	4.088517	14.622495	1.27397690779417
chr8	103400001	104400000	13.451994	30.10496	29.561485	16.51505	5.850511	13.451994	1.25082892617498
chr8	103500001	104500000	12.162994	25.595441	29.336505	21.269038	7.231022	12.162994	1.22121141871922
chr8	103600001	104600000	10.651992	21.348948	28.26799	25.127535	9.732032	10.651992	1.20469062826569
chr8	103700001	104700000	9.901998	16.277946	26.93198	28.681535	13.022535	9.901998	1.19633642725374
chr8	103800001	104800000	8.409972	12.325962	24.796988	32.021539	16.583032	8.409972	1.18293673188701
chr8	103900001	104900000	6.976499	8.269968	22.610958	34.781026	20.801038	6.976499	1.17226032664537
chr8	104000001	1.05e+08	6.047002	5.272463	19.336463	37.555032	24.331533	6.047002	1.14973438296649
chr8	104100001	105100000	5.777501	3.142487	15.822471	40.526022	27.187523	5.777501	1.13660713665284
chr8	104200001	105200000	5.669008	2.405499	14.940495	40.968988	28.669008	5.669008	1.1252994761426
chr8	104300001	105300000	5.953497	3.290523	15.838022	39.393473	28.215487	5.953497	1.12261696712076
chr8	104400001	105400000	6.160998	6.014535	18.442024	35.846459	26.446986	6.160998	1.10891279974115
chr8	104500001	105500000	6.735513	9.792545	19.980501	31.811467	24.833978	6.735513	1.10957282379973
chr8	104600001	105600000	9.811549	13.661531	20.037992	27.940465	22.288968	9.811549	1.10057574187946
chr8	104700001	105700000	14.511537	16.546535	19.843002	24.303465	18.736463	14.511537	1.09677419154085
chr8	104800001	105800000	17.33702	19.799034	20.878513	21.229966	15.138968	17.33702	1.08177339722952
chr8	104900001	105900000	18.636004	23.851535	22.886034	18.836477	10.973463	18.636004	1.07469076638863
chr8	105000001	1.06e+08	18.726499	26.79603	26.473539	16.568471	7.539467	18.726499	1.07880795981762
chr8	105100001	106100000	18.810012	29.858038	29.51401	13.200463	4.689477	18.810012	1.08518989170178
chr8	105200001	106200000	20.343004	33.76905	29.108485	9.829976	3.129491	20.343004	1.09329711944951
chr8	105300001	106300000	21.23101	37.473527	27.791984	6.973477	2.770497	21.23101	1.08986245067119
chr8	105400001	106400000	21.879501	39.087006	26.526	5.783493	2.588	21.879501	1.09938164585095
chr8	105500001	106500000	21.679998	38.270974	27.390521	5.792507	2.511499	21.679998	1.10797187817355
chr8	105600001	106600000	19.933964	35.639477	29.810529	7.537527	2.687	19.933964	1.11757655674437
chr8	105700001	106700000	16.71997	33.443471	31.814517	10.485535	3.099004	16.71997	1.12413509134863
chr8	105800001	106800000	14.71299	30.871976	32.901505	13.499022	3.645008	14.71299	1.12350183144929
chr8	105900001	106900000	13.838493	27.849976	33.257994	15.97002	4.516012	13.838493	1.13829601408927
chr8	106000001	1.07e+08	13.388499	25.798976	32.604477	18.12003	5.606014	13.388499	1.16203875094947
chr8	106100001	107100000	13.256988	23.158966	30.409485	21.38903	7.109024	13.256988	1.15605510099615
chr8	106200001	107200000	11.797485	19.447449	28.987497	25.090036	9.62803	11.797485	1.15883376907648
chr8	106300001	107300000	10.457493	14.648447	27.687483	28.32403	13.324044	10.457493	1.16071809457772
chr8	106400001	107400000	9.364491	10.318958	25.692471	31.151529	17.259539	9.364491	1.14971875970287
chr8	106500001	107500000	8.975491	7.27898	22.440469	33.281521	21.251034	8.975491	1.14113865027021
chr8	106600001	107600000	7.831491	6.075992	19.744479	35.495012	23.755523	7.831491	1.12328503618798
chr8	106700001	107700000	7.076501	5.412996	18.207487	36.288491	25.846028	7.076501	1.10020894793154
chr8	106800001	107800000	6.289495	4.613491	16.755485	36.537505	28.292519	6.289495	1.10969809158096
chr8	106900001	107900000	6.275507	3.736493	14.633479	37.467511	30.142012	6.275507	1.10251421751398
chr8	107000001	1.08e+08	6.666	3.284	12.345491	37.899988	31.393016	6.666	1.06408577215698
chr8	107100001	108100000	6.421497	3.57701	12.45001	36.657996	32.43599	6.421497	1.06429645343302
chr8	107200001	108200000	6.61001	4.943513	13.764016	34.729978	31.542481	6.61001	1.0614425989718
chr8	107300001	108300000	7.164503	6.769525	15.988523	33.315988	28.498463	7.164503	1.05679147819344
chr8	107400001	108400000	8.358519	9.020018	17.966018	31.417479	25.403968	8.358519	1.05687052738567
chr8	107500001	108500000	8.743501	10.813509	19.878016	30.531992	22.540483	8.743501	1.0443159073101
chr8	107600001	108600000	8.781992	11.666507	21.063511	29.410503	21.414992	8.781992	1.04150031698469
chr8	107700001	108700000	8.293487	12.232503	21.334499	28.809505	21.709006	8.293487	1.05802101814231
chr8	107800001	108800000	8.166501	12.650501	21.527499	28.458996	21.798503	8.166501	1.05885158202815
chr8	107900001	108900000	8.42199	12.628499	21.159996	27.105489	22.606018	8.42199	1.06201148834538
chr8	108000001	1.09e+08	8.195503	12.298495	20.248487	25.977499	24.89101	8.195503	1.07364088545254
chr8	108100001	109100000	8.192499	11.642487	18.445978	25.022483	27.183537	8.192499	1.06878139541284
chr8	108200001	109200000	8.221505	9.953986	16.912972	24.179002	30.182529	8.221505	1.06260258652154
chr8	108300001	109300000	8.925505	8.030477	14.031475	24.306501	33.639535	8.925505	1.06134568997386
chr8	108400001	109400000	7.799487	5.792483	12.134479	25.042012	37.599535	7.799487	1.06589420568165
chr8	108500001	109500000	7.362499	4.076996	10.09598	24.616992	41.18202	7.362499	1.06484941431256
chr8	108600001	109600000	7.428006	3.195992	8.376479	22.86997	44.35104	7.428006	1.07312845571921
chr8	108700001	109700000	7.362507	2.584996	7.136493	20.819479	46.700509	7.362507	1.07348352459048
chr8	108800001	109800000	7.916497	2.008497	5.90799	19.171487	48.935024	7.916497	1.05357654529892
chr8	108900001	109900000	7.307503	1.904998	5.582002	18.794497	50.227503	7.307503	1.06385345079599
chr8	109000001	1.1e+08	7.198994	1.872	5.620002	19.430509	49.761497	7.198994	1.06530223140285
chr8	109100001	110100000	7.439006	1.929501	6.354018	20.705014	48.146972	7.439006	1.07310737827655
chr8	109200001	110200000	7.492988	2.191004	7.054513	22.330014	45.980483	7.492988	1.06702084115199
chr8	109300001	110300000	6.578493	2.803507	9.285531	22.975501	43.63997	6.578493	1.05929464488788
chr8	109400001	110400000	6.713	3.980515	11.51503	22.905	40.631968	6.713	1.03977686230089
chr8	109500001	110500000	7.004	4.806006	13.410515	24.085511	37.514986	7.004	1.04868676209433
chr8	109600001	110600000	7.182998	5.485008	15.14702	25.814521	34.623962	7.182998	1.04442663191511
chr8	109700001	110700000	7.209499	6.154503	16.836014	27.949519	31.455976	7.209499	1.02435072198482
chr8	109800001	110800000	6.720998	6.279002	17.631004	29.80401	29.458483	6.720998	1.03463891451414
chr8	109900001	110900000	6.470992	6.276998	17.940994	29.687501	29.115008	6.470992	1.02620115622653
chr8	110000001	1.11e+08	6.239503	6.148998	17.836495	28.296475	29.703509	6.239503	1.03777462177417
chr8	110100001	111100000	6.009998	6.032499	16.910982	25.658473	30.184503	6.009998	1.03605610102705
chr8	110200001	111200000	5.783497	5.868998	15.527489	22.790471	30.75901	5.783497	1.05342607807144
chr8	110300001	111300000	5.675002	5.286493	12.955964	20.371481	31.264511	5.675002	1.06044257433932
chr8	110400001	111400000	5.782505	4.022485	10.197467	18.498978	31.306	5.782505	1.07450400886316
chr8	110500001	111500000	5.487499	3.127489	7.726477	16.144475	31.646994	5.487499	1.09268013410629
chr8	110600001	111600000	5.175002	2.473495	5.299976	13.464972	31.741004	5.175002	1.10307302713126
chr8	110700001	111700000	5.273002	1.794996	3.845483	11.240978	31.778493	5.273002	1.13165877453575
chr8	110800001	111800000	5.166998	1.878501	3.343004	8.366978	29.727972	5.166998	1.14252340648967
chr8	110900001	111900000	5.654008	2.107004	3.089503	6.702483	26.646459	5.654008	1.15226307564562
chr8	111000001	1.12e+08	5.741	2.363503	3.451	6.089499	23.534966	5.741	1.13027649827463
chr8	111100001	112100000	5.718004	2.406499	3.476497	6.357004	21.33899	5.718004	1.12760435011982
chr8	111200001	112200000	6.025	2.341998	3.390501	6.875507	19.809491	6.025	1.11352809913846
chr8	111300001	112300000	6.316497	2.455	3.442002	7.162004	19.566994	6.316497	1.12044262982173
chr8	111400001	112400000	6.502996	2.470998	3.643501	7.258002	19.014998	6.502996	1.12996049618359
chr8	111500001	112500000	6.691002	2.298	3.817501	7.080499	18.661499	6.691002	1.1081123338576
chr8	111600001	112600000	6.986497	2.113497	3.882	6.739992	18.16299	6.986497	1.1035660878236
chr8	111700001	112700000	6.854497	2.039	3.369998	5.626992	17.389497	6.854497	1.10263664237748
chr8	111800001	112800000	6.893	1.947497	2.801992	5.207497	17.455495	6.893	1.09726673814475
chr8	111900001	112900000	6.794994	1.728998	2.530495	4.987495	16.905998	6.794994	1.08526868794989
chr8	112000001	1.13e+08	6.936998	1.624499	1.838	4.199495	16.316497	6.936998	1.07867615235065
chr8	112100001	113100000	6.715996	1.539501	1.868501	3.819996	15.745493	6.715996	1.06585653710955
chr8	112200001	113200000	6.543008	1.451998	1.796497	3.319986	14.763483	6.543008	1.05950008252429
chr8	112300001	113300000	6.597006	1.350499	1.828998	2.719994	13.529487	6.597006	1.06763285827481
chr8	112400001	113400000	6.517495	1.266	1.460998	2.500497	13.204501	6.517495	1.06156530055789
chr8	112500001	113500000	6.012996	1.312501	1.421	2.376998	12.467493	6.012996	1.05267399695998
chr8	112600001	113600000	6.210505	1.442002	1.476499	2.509501	11.637497	6.210505	1.0400095809454
chr8	112700001	113700000	6.192002	1.474	1.551503	2.491497	11.446497	6.192002	1.04164342351471
chr8	112800001	113800000	6.327008	1.432501	2.047501	2.453	10.731002	6.327008	1.04189511347753
chr8	112900001	113900000	6.379505	1.504503	2.209505	2.356499	10.430996	6.379505	1.03972791700388
chr8	113000001	1.14e+08	6.406	1.571501	2.375	2.367497	10.234501	6.406	1.04690528413434
chr8	113100001	114100000	6.738002	1.581499	2.266503	2.214998	9.949002	6.738002	1.05047366997542
chr8	113200001	114200000	6.642002	1.578	2.229998	2.037002	10.683501	6.642002	1.05700083497611
chr8	113300001	114300000	6.367	1.493499	2.354	1.958998	10.855505	6.367	1.03788324936644
chr8	113400001	114400000	6.457509	1.584002	2.481006	1.889499	10.881499	6.457509	1.03368491280213
chr8	113500001	114500000	6.527002	1.636499	2.558002	1.930501	11.282501	6.527002	1.04322984480578
chr8	113600001	114600000	6.192497	1.618002	2.757503	2.215006	11.77601	6.192497	1.05444686579941
chr8	113700001	114700000	6.257495	1.787	2.866497	2.450503	12.273505	6.257495	1.05779210066303
chr8	113800001	114800000	6.376998	1.803501	2.317998	2.563501	12.907002	6.376998	1.06125513757122
chr8	113900001	114900000	6.345996	1.738497	2.212497	2.544507	13.356008	6.345996	1.06493064126025
chr8	114000001	1.15e+08	6.587503	1.689	2.041	2.976004	13.396497	6.587503	1.06369959589617
chr8	114100001	115100000	7.082505	1.838501	2.021499	3.271	13.91	7.082505	1.06514845863103
chr8	114200001	115200000	7.108994	1.897	2.057002	3.421998	13.759507	7.108994	1.0553917772772
chr8	114300001	115300000	7.393998	1.875503	2.146501	3.56	13.812004	7.393998	1.05848011908113
chr8	114400001	115400000	7.246491	1.849	2.142994	3.518501	14.688507	7.246491	1.06144844667641
chr8	114500001	115500000	7.326006	1.878503	1.921497	3.460002	15.766505	7.326006	1.06238921010223
chr8	114600001	115600000	7.534501	1.899998	1.726497	3.538495	16.172996	7.534501	1.0593432644837
chr8	114700001	115700000	7.380503	1.74	1.640501	3.467	16.763012	7.380503	1.05131696070375
chr8	114800001	115800000	7.134499	1.659998	1.866499	3.526002	18.100517	7.134499	1.03042805963862
chr8	114900001	115900000	7.386002	1.709	1.729499	3.718996	20.327018	7.386002	1.02866942099006
chr8	115000001	1.16e+08	7.042497	1.636499	1.831503	3.781002	23.341541	7.042497	1.02552840034054
chr8	115100001	116100000	6.198489	1.468	1.900501	4.433014	26.877034	6.198489	1.03196769694547
chr8	115200001	116200000	6.416004	1.447	1.941497	6.804537	30.146527	6.416004	1.0426778062366
chr8	115300001	116300000	5.960996	1.667002	2.416511	10.599541	32.387515	5.960996	1.03641374810237
chr8	115400001	116400000	5.666004	1.955501	3.693016	15.064048	32.916501	5.666004	1.03247951445698
chr8	115500001	116500000	6.030501	2.112499	5.513016	18.761539	32.690503	6.030501	1.03469120186238
chr8	115600001	116600000	6.538501	2.266002	7.143519	22.058034	33.001511	6.538501	1.03788420638928
chr8	115700001	116700000	6.977509	2.793004	9.041525	25.748028	32.594988	6.977509	1.04540446480158
chr8	115800001	116800000	6.884996	2.992002	10.808018	30.217044	31.753493	6.884996	1.05417065390088
chr8	115900001	116900000	6.480501	3.23	11.970004	33.55203	31.600008	6.480501	1.0535433031716
chr8	116000001	1.17e+08	6.627004	3.262	12.199501	36.075026	31.643489	6.627004	1.05655601465014
chr8	116100001	117100000	7.041507	3.269	12.372503	37.93601	31.238998	7.041507	1.05960620602714
chr8	116200001	117200000	7.483503	3.322002	12.476004	37.719489	31.126994	7.483503	1.07142243571086
chr8	116300001	117300000	7.817507	3.260998	12.759002	37.312992	30.843998	7.817507	1.08728344942717
chr8	116400001	117400000	8.217996	3.379509	13.722012	36.115479	30.640503	8.217996	1.08520126327975
chr8	116500001	117500000	7.885994	4.684018	14.614513	35.272986	29.980489	7.885994	1.09863215410641
chr8	116600001	117600000	7.507012	6.940527	15.746996	33.598485	28.728481	7.507012	1.1006883609376
chr8	116700001	117700000	8.880008	9.018018	15.657499	31.730489	27.326485	8.880008	1.10971149162552
chr8	116800001	117800000	10.794527	10.463012	15.895002	29.348471	25.913485	10.794527	1.11014849547933
chr8	116900001	117900000	13.225016	12.608529	16.257511	27.239485	23.289461	13.225016	1.11070743122676
chr8	117000001	1.18e+08	14.324002	15.040022	17.810519	26.17999	19.984972	14.324002	1.11170883585979
chr8	117100001	118100000	14.106493	16.49101	20.537521	25.846503	17.11098	14.106493	1.11800417029323
chr8	117200001	118200000	13.463495	17.130503	22.374016	26.462	15.348994	13.463495	1.11779554875217
chr8	117300001	118300000	13.662491	17.239998	23.1	25.445996	15.428513	13.662491	1.11040147355037
chr8	117400001	118400000	13.374004	16.762489	21.326475	25.251503	17.169519	13.374004	1.11008159078573
chr8	117500001	118500000	13.362998	15.28098	18.881976	24.823988	19.415531	13.362998	1.10103908640139
chr8	117600001	118600000	12.777485	12.725469	16.263988	24.181491	22.436527	12.777485	1.09269717875576
chr8	117700001	118700000	10.936988	10.20598	14.488477	22.778988	26.227026	10.936988	1.09088198001428
chr8	117800001	118800000	9.082479	8.601487	12.40698	20.998986	29.106028	9.082479	1.09726927105867
chr8	117900001	118900000	7.128485	6.139471	10.973984	19.982988	31.832042	7.128485	1.09805116121339
chr8	118000001	1.19e+08	5.796499	3.697978	9.20598	18.467487	34.665018	5.796499	1.10538507255593
chr8	118100001	119100000	6.729012	2.229489	6.243972	16.28298	35.951006	6.729012	1.10497664685876
chr8	118200001	119200000	6.826499	1.622497	4.272982	13.874477	36.364	6.826499	1.09792486902904
chr8	118300001	119300000	6.732004	1.486501	2.545988	11.723978	35.876986	6.732004	1.09527598203027
chr8	118400001	119400000	7.048996	1.603501	2.124998	9.385473	34.983998	7.048996	1.10608541357448
chr8	118500001	119500000	7.029	1.614501	1.827497	7.214489	34.115483	7.029	1.10192049438351
chr8	118600001	119600000	7.171499	1.710499	1.779499	6.141994	32.394988	7.171499	1.10146700041875
chr8	118700001	119700000	7.400992	1.552497	1.867002	5.918998	30.129992	7.400992	1.09366732207647
chr8	118800001	119800000	7.415493	1.489499	1.846	5.642499	28.65598	7.415493	1.09470146641805
chr8	118900001	119900000	6.966501	1.516499	1.716499	5.443996	27.210982	6.966501	1.10949004313275
chr8	119000001	1.2e+08	7.431499	1.468499	1.614497	5.137998	25.55499	7.431499	1.10157233563191
chr8	119100001	120100000	6.523491	1.495002	1.629	5.236499	25.082493	6.523491	1.08910254448009
chr8	119200001	120200000	6.194998	1.384499	1.407499	5.087501	24.645501	6.194998	1.08816243979595
chr8	119300001	120300000	5.801998	1.356	1.413499	5.063998	25.41301	5.801998	1.0884592892901
chr8	119400001	120400000	5.417503	1.369	1.569501	5.347511	26.771004	5.417503	1.08174542255618
chr8	119500001	120500000	5.279497	1.340499	1.850002	6.638511	28.09802	5.279497	1.08485431968116
chr8	119600001	120600000	5.23501	1.428501	2.078	8.065521	30.360012	5.23501	1.09549447598311
chr8	119700001	120700000	5.54401	1.715503	2.331008	10.385517	32.098517	5.54401	1.09216017427215
chr8	119800001	120800000	6.578016	2.046501	3.037509	12.255014	33.835523	6.578016	1.08239248771595
chr8	119900001	120900000	7.431004	2.247503	3.540008	14.278523	35.812511	7.431004	1.07090582914103
chr8	120000001	1.21e+08	7.529996	2.488501	4.030006	16.275014	37.953525	7.529996	1.09105664497018
chr8	120100001	121100000	7.704503	2.619499	4.699006	17.801513	39.830521	7.704503	1.09288992870555
chr8	120200001	121200000	8.494006	2.727	5.092507	19.072515	41.865507	8.494006	1.10359030148681
chr8	120300001	121300000	9.126006	2.750501	5.279004	19.973006	43.033509	9.126006	1.10155852775064
chr8	120400001	121400000	9.312	2.836499	5.430002	20.379996	43.027	9.312	1.09581090957559
chr8	120500001	121500000	9.814509	2.864503	5.406	20.068	43.056497	9.814509	1.0931343828107
chr8	120600001	121600000	10.069495	2.901501	5.506509	19.851986	42.757014	10.069495	1.09936495000447
chr8	120700001	121700000	9.921493	2.799499	5.573495	18.426489	43.397008	9.921493	1.09054587999614
chr8	120800001	121800000	8.763992	2.623501	5.184497	17.272491	44.261501	8.763992	1.08940758700959
chr8	120900001	121900000	8.436994	2.508497	4.893495	15.867487	44.206002	8.436994	1.08223262274808
chr8	121000001	1.22e+08	8.436505	2.347501	4.489497	14.312487	43.503984	8.436505	1.0620657246849
chr8	121100001	122100000	8.535998	2.162	4.037495	12.626481	42.519493	8.535998	1.07313451829795
chr8	121200001	122200000	7.915497	2.075	3.805493	11.232483	40.390982	7.915497	1.06124945366566
chr8	121300001	122300000	7.851998	2.043998	3.691996	10.242497	37.411471	7.851998	1.050497397789
chr8	121400001	122400000	7.997497	1.883002	3.411998	9.271992	35.540485	7.997497	1.05188850187066
chr8	121500001	122500000	7.555996	1.833497	3.431	8.144491	33.586485	7.555996	1.0601091087358
chr8	121600001	122600000	7.274	1.724499	3.298493	7.300491	31.644479	7.274	1.05355907969483
chr8	121700001	122700000	7.689002	1.696002	3.040495	6.31899	29.43097	7.689002	1.0631126288966
chr8	121800001	122800000	7.868998	1.695499	2.775495	5.588996	27.416992	7.868998	1.06283979239024
chr8	121900001	122900000	7.215	1.585	2.696	5.06899	26.034988	7.215	1.06844921682991
chr8	122000001	1.23e+08	6.719996	1.478499	2.772499	4.528495	25.463503	6.719996	1.07046727903644
chr8	122100001	123100000	6.696	1.571501	2.842501	4.443503	25.676501	6.696	1.06698415529044
chr8	122200001	123200000	6.589501	1.807499	2.772002	4.581998	27.012022	6.589501	1.07591304801629
chr8	122300001	123300000	6.326994	1.762501	2.753	5.406012	29.951537	6.326994	1.08317630163917
chr8	122400001	123400000	6.424006	1.805998	2.784501	7.377527	32.559523	6.424006	1.08542967740151
chr8	122500001	123500000	6.601499	1.967002	3.312505	11.189541	33.778501	6.601499	1.07917095305517
chr8	122600001	123600000	6.758499	2.096004	4.700529	15.152535	33.493485	6.758499	1.06932349228068
chr8	122700001	123700000	6.188998	2.612509	8.944046	17.483513	32.141992	6.188998	1.08153974430458
chr8	122800001	123800000	6.777509	3.967521	13.654042	18.480002	29.963471	6.777509	1.09421890044231
chr8	122900001	123900000	7.285004	7.576549	17.234028	18.737501	27.711972	7.285004	1.09923252094354
chr8	123000001	1.24e+08	8.591026	12.624543	19.001008	18.777	24.883471	8.591026	1.11602228387251
chr8	123100001	124100000	11.692539	16.54403	19.472509	18.811499	21.377962	11.692539	1.12405097533215
chr8	123200001	124200000	17.692561	18.43302	19.944	18.530501	17.628461	17.692561	1.13566455055326
chr8	123300001	124300000	23.462557	20.266521	20.080004	17.566982	13.190948	23.462557	1.15290219345822
chr8	123400001	124400000	28.414533	22.884541	20.211004	15.229471	8.241453	28.414533	1.15538380357673
chr8	123500001	124500000	30.877517	27.809547	20.515505	11.233952	4.848978	30.877517	1.17611348914083
chr8	123600001	124600000	31.650006	33.013543	20.749	6.602962	3.153988	31.650006	1.18345207499786
chr8	123700001	124700000	32.504006	36.223521	19.578497	4.325489	2.679493	32.504006	1.19322968107598
chr8	123800001	124800000	32.322495	38.107012	19.240501	3.273994	2.462	32.322495	1.19627850565821
chr8	123900001	124900000	32.974002	37.223475	19.764016	3.077004	2.534002	32.974002	1.21787290177453
chr8	124000001	1.25e+08	32.782992	35.001982	21.961529	3.183501	2.636499	32.782992	1.21659223244477
chr8	124100001	125100000	30.998475	33.557992	24.971529	3.324002	2.891505	30.998475	1.22175215962246
chr8	124200001	125200000	25.87994	34.537016	28.47204	3.637503	3.021996	25.87994	1.22009381656156
chr8	124300001	125300000	20.630453	35.889515	32.259531	3.889501	2.967002	20.630453	1.22003894692751
chr8	124400001	125400000	16.590471	37.321998	34.717026	4.301002	2.968503	16.590471	1.21053826193652
chr8	124500001	125500000	16.535026	35.86198	35.724994	4.557004	3.119998	16.535026	1.19186136201064
chr8	124600001	125600000	18.781525	34.066489	35.114483	4.644	3.163	18.781525	1.19556917965995
chr8	124700001	125700000	20.971529	34.54601	32.840465	4.276996	3.038501	20.971529	1.18533089332947
chr8	124800001	125800000	23.644519	35.523513	29.480469	4.054499	3.164501	23.644519	1.17799016770574
chr8	124900001	125900000	26.225529	36.313012	26.614966	3.595493	3.037	26.225529	1.17028375407609
chr8	125000001	1.26e+08	28.357515	37.395509	23.515473	3.377497	2.919501	28.357515	1.16328813589633
chr8	125100001	126100000	29.073501	38.775515	21.512489	3.257499	2.861998	29.073501	1.14272469494117
chr8	125200001	126200000	29.272507	39.738509	20.81299	2.975996	2.697	29.272507	1.13674578775524
chr8	125300001	126300000	30.214004	40.511	19.509497	2.759	2.568497	30.214004	1.12734982410906
chr8	125400001	126400000	30.635517	40.201	19.394982	2.622	2.432499	30.635517	1.13589770474094
chr8	125500001	126500000	30.16497	41.083014	19.211515	2.466998	2.257	30.16497	1.14314096423706
chr8	125600001	126600000	27.569473	41.463992	21.493032	2.535503	2.237	27.569473	1.15250044615599
chr8	125700001	126700000	24.966968	39.383473	24.975038	3.656519	2.244501	24.966968	1.16761272188233
chr8	125800001	126800000	22.034479	36.146958	28.176024	6.670038	2.077499	22.034479	1.17094147472032
chr8	125900001	126900000	18.583461	32.886467	30.029014	10.92105	2.588509	18.583461	1.16091909893743
chr8	126000001	1.27e+08	15.059465	29.169968	30.241495	15.935541	4.997533	15.059465	1.15791133858003
chr8	126100001	127100000	12.729986	25.427962	29.01598	19.479026	8.451539	12.729986	1.1699089589212
chr8	126200001	127200000	11.723487	21.493457	26.386471	22.514537	12.654044	11.723487	1.17409059031884
chr8	126300001	127300000	9.947487	17.674964	23.883972	25.277517	17.424555	9.947487	1.17883351878849
chr8	126400001	127400000	8.124976	14.035964	21.85999	27.784523	21.810543	8.124976	1.16396096737625
chr8	126500001	127500000	6.606988	9.600958	20.576982	30.130525	26.375543	6.606988	1.1615360805192
chr8	126600001	127600000	6.194996	5.705473	17.473459	33.033531	30.388042	6.194996	1.14851581757226
chr8	126700001	127700000	5.710998	3.594986	13.571463	35.580515	33.98703	5.710998	1.13683757364984
chr8	126800001	127800000	5.606501	2.717996	10.768986	36.624503	36.23201	5.606501	1.13792040042282
chr8	126900001	127900000	5.795006	2.582497	9.487996	36.40899	37.453509	5.795006	1.14189149080413
chr8	127000001	1.28e+08	6.198503	2.571998	9.923497	35.967012	37.101495	6.198503	1.15062626774361
chr8	127100001	128100000	6.540503	2.503501	10.415505	36.837519	35.758972	6.540503	1.15740789289388
chr8	127200001	128200000	6.610503	2.515	11.473022	38.160006	33.308972	6.610503	1.15139815668652
chr8	127300001	128300000	6.778499	2.712006	13.879028	39.662525	29.585451	6.778499	1.15792533568933
chr8	127400001	128400000	6.803497	3.36401	16.893533	40.218505	25.97896	6.803497	1.16465265152442
chr8	127500001	128500000	6.840501	4.904527	20.226535	39.783988	21.755457	6.840501	1.15734718082278
chr8	127600001	128600000	6.840499	7.963042	23.89603	37.638471	17.641459	6.840499	1.16148057418025
chr8	127700001	128700000	7.836012	12.589555	25.618004	34.270968	14.00997	7.836012	1.1501515666674
chr8	127800001	128800000	11.285046	16.045026	25.00698	30.275459	12.02999	11.285046	1.14101403878149
chr8	127900001	128900000	15.437535	19.060032	23.766489	26.317461	10.213481	15.437535	1.13920797544932
chr8	128000001	1.29e+08	19.188038	21.981032	23.247505	21.86295	8.333471	19.188038	1.13637208134057
chr8	128100001	129100000	21.655016	25.527046	23.805499	17.479954	6.267988	21.655016	1.13259077709376
chr8	128200001	129200000	23.165016	29.849541	24.327998	13.15996	4.486984	23.165016	1.12965099794606
chr8	128300001	129300000	24.31101	33.152521	25.050511	9.111463	3.491996	24.31101	1.12092735222695
chr8	128400001	129400000	24.593002	34.613509	25.978505	6.970988	2.930497	24.593002	1.11555251206222
chr8	128500001	129500000	24.387004	34.267982	26.251	7.469511	2.903503	24.387004	1.11776459826203
chr8	128600001	129600000	24.873002	31.629962	26.423501	9.222028	3.235006	24.873002	1.1168917334039
chr8	128700001	129700000	24.02199	27.344449	27.762523	12.661042	3.334497	24.02199	1.12039974192549
chr8	128800001	129800000	20.795447	24.295479	30.528034	16.446036	3.109501	20.795447	1.12074271775925
chr8	128900001	129900000	16.479964	21.676976	33.64403	19.969032	3.403002	16.479964	1.11222684043352
chr8	129000001	1.3e+08	13.113473	19.739976	35.918521	22.696525	3.531004	13.113473	1.10725205402331
chr8	129100001	130100000	10.798485	17.228966	38.134024	25.078523	3.720002	10.798485	1.09649282765314
chr8	129200001	130200000	9.698491	14.302479	39.589006	27.25002	4.138505	9.698491	1.08940658900672
chr8	129300001	130300000	9.395501	13.087503	39.163483	28.706505	4.631505	9.395501	1.08982280153044
chr8	129400001	130400000	10.263014	14.158012	37.695487	28.596988	4.545499	10.263014	1.09442662649781
chr8	129500001	130500000	12.403026	16.356527	35.611976	26.460475	4.455497	12.403026	1.08888273598072
chr8	129600001	130600000	15.517543	19.471525	32.187469	23.836968	4.260994	15.517543	1.08719916738463
chr8	129700001	130700000	20.014547	21.726517	29.350475	20.189457	4.157503	20.014547	1.08180953308186
chr8	129800001	130800000	24.104533	24.537537	26.226471	16.436465	4.293497	24.104533	1.07229791164231
chr8	129900001	130900000	26.329012	28.88305	23.036467	12.939968	3.993497	26.329012	1.0676366354258
chr8	130000001	1.31e+08	27.834002	33.03104	20.304976	10.276978	3.820004	27.834002	1.05629225580654
chr8	130100001	131100000	30.823028	35.28602	17.244473	7.788974	3.743998	30.823028	1.09053252651199
